Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,DislikeRates,TimeSpent
3,61.0,0,0.0,19,573.6571428999999,0.036842105,0.04,0.0,0.0,Mar,1,1,2,1,Returning_Visitor,False,False,19.210526249999997,634.6571428999999
0,0.0,0,0.0,5,94.5,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,10.0,94.5
0,0.0,0,0.0,13,238.16666669999998,0.0,0.007692308,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False,1.923077,238.16666669999998
3,227.0,0,0.0,3,164.0,0.0,0.013333333000000001,0.0,0.0,Mar,1,1,3,2,New_Visitor,False,False,3.33333325,391.0
0,0.0,5,14.0,31,750.5904762,0.0074074069999999995,0.036957672000000004,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,11.09126975,764.5904762
1,464.0,0,0.0,19,1834.0833329999998,0.02,0.03125,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,False,False,12.8125,2298.0833329999996
0,0.0,0,0.0,19,606.8333332999999,0.031578947,0.048245614000000006,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,19.956140250000004,606.8333332999999
0,0.0,3,300.0,13,509.12142860000006,0.006666666999999999,0.0022222220000000003,40.7932,0.0,Mar,3,2,7,2,Returning_Visitor,True,True,2.22222225,809.1214286000001
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,25.0,19.0
3,80.42857143,0,0.0,61,5900.351378,0.0,0.007213115,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False,1.8032787499999998,5980.779949430001
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,2,9,2,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,13,449.33333330000005,0.006153846,0.044615385,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False,12.69230775,449.33333330000005
0,0.0,0,0.0,12,200.0,0.0,0.047222222,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,True,False,11.805555499999999,200.0
3,61.5,0,0.0,16,946.1666667000002,0.0,0.010526316,0.0,0.0,Mar,2,2,1,10,New_Visitor,False,False,2.631579,1007.6666667000002
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,3,514.0,0.0,0.066666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,16.666666749999997,514.0
1,58.0,0,0.0,5,64.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,False,False,4.166666749999999,122.0
0,0.0,0,0.0,2,210.0,0.0,0.1,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False,25.0,210.0
2,243.0,0,0.0,12,1180.5,0.0,0.007692308,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,False,False,1.923077,1423.5
0,0.0,0,0.0,9,771.5,0.022222222000000003,0.04444444400000001,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False,16.6666665,771.5
1,4.0,0,0.0,37,1096.75,0.0,0.020175439,0.0,0.0,Mar,2,2,6,10,Returning_Visitor,False,False,5.04385975,1100.75
0,0.0,0,0.0,5,381.6666667,0.0,0.02,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,False,False,5.0,381.6666667
9,210.66666669999998,3,127.0,55,1509.5944439999998,0.006451613,0.02016129,14.68324522,0.0,Mar,2,5,1,2,Returning_Visitor,False,False,6.65322575,1847.2611106999998
0,0.0,0,0.0,4,69.0,0.0,0.05,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,12.5,69.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,5,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,5,103.0,0.0,0.04,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,10.0,103.0
0,0.0,0,0.0,2,36.5,0.0,0.033333333,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,8.333333249999999,36.5
0,0.0,0,0.0,6,226.0,0.0,0.04,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,10.0,226.0
1,156.1428571,0,0.0,18,1181.198413,0.0,0.048235294000000005,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,False,False,12.0588235,1337.3412701
2,0.0,0,0.0,17,1394.666667,0.0,0.029761905,0.0,0.0,Mar,2,4,2,6,Returning_Visitor,False,False,7.44047625,1394.666667
5,282.0,0,0.0,8,326.0,0.0,0.022222222000000003,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,5.5555555000000005,608.0
0,0.0,0,0.0,9,459.83076919999996,0.0,0.001587302,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,True,False,0.3968255,459.83076919999996
3,512.8333333,2,278.0,3,162.0,0.0,0.014285714,0.0,0.0,Mar,3,2,1,8,New_Visitor,True,False,3.5714285,952.8333333
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False,100.0,0.0
1,112.0,0,0.0,37,2043.5,0.005555556,0.016666667,12.3578472,0.0,Mar,2,5,3,6,Returning_Visitor,False,True,5.555555749999999,2155.5
4,73.5,0,0.0,24,663.4666667,0.002564103,0.004395604,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,1.7399267499999997,736.9666667
3,184.6888889,0,0.0,129,7669.250794,0.0,0.009135204000000001,0.0,0.0,Mar,2,2,8,13,Returning_Visitor,False,False,2.283801,7853.9396829
5,75.16666667,0,0.0,12,115.16666670000001,0.028571429,0.042857143,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False,17.857142999999997,190.33333337
0,0.0,0,0.0,11,296.45,0.0,0.007792208,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,False,False,1.9480520000000001,296.45
0,0.0,0,0.0,56,2633.869048,0.0037037040000000004,0.016666667,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,False,False,5.09259275,2633.869048
0,0.0,0,0.0,19,392.0,0.021052632,0.052631579000000005,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,True,False,18.421052749999998,392.0
1,19.0,0,0.0,13,748.6666667000001,0.0,0.020512821,0.0,0.0,Mar,1,2,6,3,Returning_Visitor,False,False,5.12820525,767.6666667000001
6,302.0,0,0.0,18,834.6666667000001,0.004761905,0.021269841,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False,6.5079365,1136.6666667
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,25.0,5.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False,100.0,0.0
0,0.0,0,0.0,3,11.0,0.05,0.15,0.0,0.0,Mar,3,3,1,1,Returning_Visitor,False,False,50.0,11.0
0,0.0,1,37.0,15,497.33333330000005,0.0125,0.0375,0.0,0.0,Mar,1,1,2,1,Returning_Visitor,False,False,12.5,534.3333333
10,117.33333329999999,0,0.0,28,631.9896825000001,0.017647059,0.022794118,10.16517157,0.0,Mar,3,7,1,2,Returning_Visitor,False,True,10.110294249999997,749.3230158000001
0,0.0,0,0.0,11,315.6,0.0,0.018181818,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,True,False,4.545454499999999,315.6
1,7.0,0,0.0,14,183.33333330000002,0.0,0.006666666999999999,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False,1.6666667499999999,190.33333330000002
1,0.0,0,0.0,8,192.16666669999998,0.0,0.025,0.0,0.0,Mar,1,1,9,9,Returning_Visitor,True,False,6.25,192.16666669999998
1,0.0,0,0.0,16,1296.6,0.022222222000000003,0.033333333,13.28355556,0.0,Mar,3,2,4,2,Returning_Visitor,False,True,13.888888750000001,1296.6
0,0.0,0,0.0,3,17.0,0.1,0.111111111,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,52.777777750000006,17.0
0,0.0,1,41.0,13,698.0,0.0,0.032142857000000004,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False,8.03571425,739.0
1,14.0,0,0.0,17,1093.142857,0.0,0.02125,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False,5.3125,1107.142857
1,5.0,0,0.0,9,2397.5,0.0,0.02,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,False,False,5.0,2402.5
2,107.0,0,0.0,3,56.0,0.0,0.04,0.0,0.0,Mar,1,1,3,2,New_Visitor,False,False,10.0,163.0
1,31.0,3,62.0,11,196.2,0.0,0.013333333000000001,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,3.33333325,289.2
0,0.0,0,0.0,3,39.66666667,0.0,0.033333333,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,False,False,8.333333249999999,39.66666667
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,1,42.0,20,408.3333333,0.0,0.003174603,33.47777322,0.0,Mar,2,4,7,2,Returning_Visitor,False,True,0.7936507499999998,450.3333333
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False,100.0,0.0
1,7.0,0,0.0,29,906.5666667000002,0.0,0.006896551999999999,0.0,0.0,Mar,4,1,1,2,New_Visitor,True,False,1.7241379999999997,913.5666667000002
0,0.0,0,0.0,4,149.0,0.0,0.05,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,12.5,149.0
0,0.0,0,0.0,30,1224.75,0.0,0.007142857,21.04864167,0.0,Mar,2,4,2,2,New_Visitor,False,True,1.78571425,1224.75
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False,100.0,0.0
2,52.0,1,17.66666667,18,1262.0,0.0,0.00952381,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False,2.3809525,1331.66666667
0,0.0,0,0.0,12,207.0,0.0,0.036666667,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False,9.16666675,207.0
1,19.0,0,0.0,7,115.66666670000001,0.0,0.028571429,0.0,0.0,Mar,3,2,2,10,Returning_Visitor,False,False,7.14285725,134.6666667
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,100.0,0.0
1,0.0,0,0.0,3,321.5,0.05,0.1,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False,37.5,321.5
9,204.08333330000002,0,0.0,63,3552.702381,0.0,0.006999999999999999,19.95572297,0.0,Mar,1,2,8,8,New_Visitor,False,True,1.7499999999999998,3756.7857143
2,151.0,0,0.0,19,716.3571429,0.004761905,0.015873016,10.8692605,0.0,Mar,1,1,7,1,Returning_Visitor,True,True,5.15873025,867.3571429
6,98.0,0,0.0,12,343.0,0.019444443999999998,0.032222222,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,True,False,12.9166665,441.0
6,52.0,1,24.0,56,3763.166667,0.003389831,0.01480226,10.37042373,0.0,Mar,2,2,1,1,Returning_Visitor,False,True,4.54802275,3839.166667
0,0.0,0,0.0,7,272.5,0.0,0.033333333,0.0,0.0,Mar,1,1,6,2,New_Visitor,True,False,8.333333249999999,272.5
0,0.0,0,0.0,3,81.0,0.0,0.066666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,16.666666749999997,81.0
4,600.4230769,0,0.0,17,1883.827222,0.00075188,0.013061325,0.120699914,0.0,Mar,2,2,1,8,Returning_Visitor,False,True,3.4533012499999995,2484.2502989
0,0.0,0,0.0,7,251.66666669999998,0.028571429,0.011428571,0.0,0.0,Mar,3,2,1,6,Returning_Visitor,True,False,10.0,251.66666669999998
4,132.0,0,0.0,7,1413.333333,0.036000000000000004,0.029285713999999997,0.0,0.0,Mar,3,2,7,8,Returning_Visitor,False,False,16.3214285,1545.333333
0,0.0,0,0.0,3,79.5,0.0,0.033333333,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,False,False,8.333333249999999,79.5
3,23.0,0,0.0,6,83.0,0.0,0.014285714,0.0,0.0,Mar,2,2,6,2,New_Visitor,False,False,3.5714285,106.0
2,20.0,0,0.0,17,584.5,0.0,0.011111111000000002,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False,2.7777777500000003,604.5
3,39.0,0,0.0,30,940.8333332999998,0.012121212,0.024242424,0.0,0.0,Mar,1,8,3,3,Returning_Visitor,False,False,9.090908999999998,979.8333332999998
2,152.83333330000002,0,0.0,20,791.6666667000001,0.011111111000000002,0.016666667,41.35007203,0.0,Mar,1,1,1,2,New_Visitor,False,True,6.9444445,944.5000000000001
0,0.0,0,0.0,77,4346.541667,0.003070175,0.023099415,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,False,False,6.542397500000001,4346.541667
0,0.0,0,0.0,5,50.5,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,10.0,50.5
0,0.0,0,0.0,6,74.0,0.0,0.02,0.0,0.0,Mar,2,4,6,8,Returning_Visitor,False,False,5.0,74.0
0,0.0,0,0.0,8,83.0,0.057142857000000005,0.095238095,0.0,0.0,Mar,1,2,2,1,Returning_Visitor,False,False,38.095238,83.0
4,16.66666667,0,0.0,68,2593.7416670000002,0.0029411759999999998,0.012843137,0.0,0.0,Mar,2,2,4,8,Returning_Visitor,False,False,3.9460782499999993,2610.40833367
0,0.0,0,0.0,6,59.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,8.333333249999999,59.0
2,197.0,4,219.0,53,1518.761111,0.007272727,0.005454545,0.0,0.0,Mar,1,1,6,2,Returning_Visitor,True,False,3.181818,1934.761111
0,0.0,0,0.0,6,62.0,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,10.0,62.0
0,0.0,0,0.0,30,365.4,0.027586207,0.035862068999999996,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,False,15.862068999999998,365.4
2,15.0,0,0.0,7,50.5,0.0,0.028571429,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,7.14285725,65.5
0,0.0,0,0.0,12,468.0,0.016666667,0.033333333,0.0,0.0,Mar,4,1,4,3,Returning_Visitor,False,False,12.5,468.0
5,710.3333332999999,0,0.0,23,7533.272727,0.0,0.0074074069999999995,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,1.8518517499999998,8243.606060299999
4,84.0,0,0.0,35,1059.0,0.0,0.005882353000000001,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,1.4705882500000003,1143.0
0,0.0,0,0.0,5,52.0,0.0,0.02,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,False,5.0,52.0
3,151.0,0,0.0,6,892.0,0.0,0.018518519,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,False,4.629629749999999,1043.0
4,83.5,0,0.0,9,430.5,0.0,0.015384615,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False,3.84615375,514.0
0,0.0,0,0.0,17,132.63333329999998,0.011764706000000002,0.007843137,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,4.90196075,132.63333329999998
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,14,363.3181818,0.014285714,0.023809524,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,9.523809499999999,363.3181818
0,0.0,0,0.0,3,73.0,0.0,0.066666667,0.0,0.0,Mar,2,4,1,7,Returning_Visitor,False,False,16.666666749999997,73.0
0,0.0,0,0.0,8,612.0,0.0,0.014285714,0.0,0.0,Mar,3,3,1,2,New_Visitor,True,False,3.5714285,612.0
9,848.1428571,4,388.6666667,33,595.0095238,0.0,0.004651163,0.0,0.0,Mar,2,2,1,10,New_Visitor,False,False,1.1627907499999999,1831.8190476
0,0.0,0,0.0,6,495.0,0.0,0.02,77.96,0.0,Mar,1,2,9,2,Returning_Visitor,True,True,5.0,495.0
0,0.0,0,0.0,4,49.5,0.0,0.016666667,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False,4.166666749999999,49.5
3,130.8333333,1,109.0,47,1813.2083329999998,0.0,0.0020833329999999997,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False,0.5208332499999999,2053.0416662999996
0,0.0,0,0.0,9,218.0,0.0,0.033333333,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,True,False,8.333333249999999,218.0
0,0.0,0,0.0,4,102.0,0.0,0.05,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False,12.5,102.0
2,27.0,0,0.0,23,1278.090909,0.0,0.008333333,0.0,0.0,Mar,2,2,2,2,New_Visitor,True,False,2.08333325,1305.090909
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False,16.666666749999997,25.0
0,0.0,2,445.0,38,996.5166667000001,0.000854701,0.016544567,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False,4.349817,1441.5166667
0,0.0,0,0.0,6,69.5,0.0,0.033333333,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,8.333333249999999,69.5
0,0.0,0,0.0,40,1530.248485,0.005128205,0.029795821,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False,8.7310065,1530.248485
2,12.0,0,0.0,43,2595.280952,0.009090909,0.025378788,0.0,0.0,Mar,2,4,7,1,Returning_Visitor,False,False,8.61742425,2607.280952
0,0.0,0,0.0,12,471.5,0.016666667,0.066666667,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,False,20.833333499999995,471.5
11,281.63095239999996,0,0.0,54,923.6757353,0.0,0.012261867,5.150663602,0.0,Mar,1,1,7,2,Returning_Visitor,False,False,3.0654667499999997,1205.3066877
0,0.0,0,0.0,10,153.0,0.02,0.04,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,True,False,15.0,153.0
9,160.0,0,0.0,48,3946.0083329999998,0.007272727,0.011515151999999999,20.32388105,0.0,Mar,2,6,1,8,Returning_Visitor,True,True,4.69696975,4106.008333
0,0.0,0,0.0,26,648.4,0.0,0.018000000000000002,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,4.5,648.4
0,0.0,0,0.0,5,56.0,0.04,0.08,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,True,False,30.0,56.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,21,263.0,0.00952381,0.030952381,0.0,0.0,Mar,2,6,1,3,Returning_Visitor,False,False,10.11904775,263.0
0,0.0,0,0.0,6,193.0,0.0,0.033333333,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,True,False,8.333333249999999,193.0
0,0.0,0,0.0,3,38.0,0.1,0.12222222199999999,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,55.5555555,38.0
0,0.0,0,0.0,8,116.0,0.025,0.1,0.0,0.0,Mar,2,4,5,1,Returning_Visitor,False,False,31.25,116.0
3,31.33333333,0,0.0,33,1077.869048,0.0015625,0.01953125,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,False,False,5.2734375,1109.20238133
0,0.0,0,0.0,5,266.3333333,0.04,0.08,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False,30.0,266.3333333
0,0.0,0,0.0,3,17.0,0.0,0.033333333,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,8.333333249999999,17.0
0,0.0,0,0.0,3,67.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,True,False,16.666666749999997,67.5
3,81.0,1,0.0,28,499.66666669999995,0.0,0.022222222000000003,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False,5.5555555000000005,580.6666667
1,5.5,0,0.0,7,286.0,0.025,0.05,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,18.75,291.5
4,81.0,0,0.0,8,112.72857140000002,0.0,0.02,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,5.0,193.72857140000002
1,18.0,0,0.0,24,1571.0,0.0,0.016666667,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False,4.166666749999999,1589.0
0,0.0,0,0.0,11,241.0,0.0,0.018181818,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False,4.545454499999999,241.0
0,0.0,0,0.0,11,187.0,0.031818182,0.06818181799999999,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,25.0,187.0
3,91.0,2,338.0,11,451.0,0.0,0.006666666999999999,45.7504,0.0,Mar,2,2,1,10,New_Visitor,False,True,1.6666667499999999,880.0
2,85.5,0,0.0,42,1741.483333,0.0,0.002051282,27.12804201,0.0,Mar,2,10,1,1,Returning_Visitor,False,False,0.5128205,1826.983333
1,42.0,2,80.5,46,838.6833333,0.0,0.015416667,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,3.8541667499999996,961.1833333
5,36.33333333,3,53.0,22,406.0,0.002564103,0.013461538,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,False,4.006410249999999,495.33333333
0,0.0,0,0.0,18,437.1875,0.011111111000000002,0.006878306999999999,0.0,0.0,Mar,1,1,7,9,Returning_Visitor,True,False,4.497354499999999,437.1875
2,33.0,0,0.0,28,898.5,0.0,0.013333333000000001,0.0,0.0,Mar,2,10,6,10,Returning_Visitor,False,False,3.33333325,931.5
0,0.0,0,0.0,19,215.75,0.0,0.021052632,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False,5.263158,215.75
7,110.25,0,0.0,20,266.5833333,0.011111111000000002,0.039753086,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,12.716049250000001,376.8333333
0,0.0,0,0.0,6,546.0,0.0,0.04,35.49,0.0,Mar,2,2,3,1,Returning_Visitor,False,True,10.0,546.0
0,0.0,0,0.0,16,2156.0,0.01875,0.035416667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,13.541666750000001,2156.0
0,0.0,0,0.0,17,557.1666667000001,0.023529412000000003,0.049509804000000004,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,18.259804,557.1666667000001
2,27.0,1,35.0,19,461.05,0.016666667,0.026190476,16.33942857,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,10.71428575,523.05
0,0.0,0,0.0,18,1473.333333,0.011111111000000002,0.04444444400000001,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,13.888888750000001,1473.333333
4,155.5,0,0.0,13,474.83333330000005,0.0,0.00625,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,1.5625,630.3333333
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,6,212.0,0.026666667,0.03968254,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,16.587301749999998,212.0
5,487.5,0,0.0,11,500.0,0.0,0.015384615,0.0,0.0,Mar,1,8,1,11,New_Visitor,False,False,3.84615375,987.5
0,0.0,3,56.0,10,369.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,True,False,4.166666749999999,425.0
0,0.0,0,0.0,5,136.66666669999998,0.02,0.12,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False,34.99999999999999,136.66666669999998
0,0.0,0,0.0,10,243.2,0.02,0.04,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,15.0,243.2
0,0.0,0,0.0,12,459.0,0.0,0.02,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,5.0,459.0
5,376.8,3,105.66666670000001,6,441.46666669999996,0.0,0.003333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,0.8333332499999999,923.9333334
4,985.5,4,308.0,6,328.0,0.0,0.015384615,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,3.84615375,1621.5
0,0.0,0,0.0,3,36.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,8.333333249999999,36.0
0,0.0,0,0.0,20,518.6666667,0.0,0.011111111000000002,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,2.7777777500000003,518.6666667
7,606.0,1,33.0,26,631.4583332999999,0.0,0.007142857,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,False,False,1.78571425,1270.4583333
11,1640.590909,0,0.0,16,1849.8333329999998,0.0,0.013636364,10.78136364,0.0,Mar,1,1,2,3,Returning_Visitor,False,False,3.409091,3490.424242
1,0.0,0,0.0,8,436.0,0.0,0.022222222000000003,0.0,0.0,Mar,2,4,6,1,Returning_Visitor,True,False,5.5555555000000005,436.0
0,0.0,0,0.0,5,132.0,0.0,0.04,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False,10.0,132.0
2,63.0,0,0.0,35,850.3333332999998,0.0,0.005405405,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False,1.3513512499999998,913.3333332999998
11,228.0277778,1,32.0,17,457.79572649999994,0.007258065,0.044351348,0.0,0.0,Mar,1,2,9,8,Returning_Visitor,False,False,12.902353249999999,717.8235043
0,0.0,0,0.0,5,143.0,0.0,0.04,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False,10.0,143.0
6,136.5555556,0,0.0,59,3224.819084,0.002985075,0.011923715,8.567426866,0.0,Mar,2,4,2,2,Returning_Visitor,True,True,3.7271975,3361.3746396
3,76.0,0,0.0,24,1038.845238,0.0,0.008333333,0.0,0.0,Mar,2,2,4,3,New_Visitor,False,False,2.08333325,1114.845238
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,6,216.0,0.0,0.033333333,0.0,0.0,Mar,2,4,7,10,Returning_Visitor,False,False,8.333333249999999,216.0
2,11.0,0,0.0,20,363.6666667,0.01,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False,6.666666749999999,374.6666667
1,0.0,0,0.0,17,1314.25,0.045833333,0.1,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,36.45833325,1314.25
0,0.0,0,0.0,5,146.0,0.146666667,0.18666666699999998,0.0,0.0,Mar,3,2,7,3,Returning_Visitor,False,False,83.3333335,146.0
0,0.0,0,0.0,8,228.0,0.0,0.028571429,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,False,False,7.14285725,228.0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,100.0,0.0
0,0.0,0,0.0,11,419.75,0.0,0.006060606,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,1.5151514999999998,419.75
